$Date,$Time,YXC-401B,YXI-401B,YXI-402B,YXI-403B,YXI-404B
02/15/16,06:26:00,1700,1840.748,595.1359,5581.401,29014.25
02/15/16,06:27:00,1700,1841.984,592.9626,5548.726,28805.98
02/15/16,06:28:00,1700,1841.236,600.6698,5627.714,29215.49
02/15/16,06:29:00,1700,1840.286,578.1076,5402.747,28064.93
02/15/16,06:30:00,1700,1841.26,587.2281,5510.657,28615.92
02/15/16,06:31:00,1700,1841.266,590.4747,5543.237,28788.81
02/15/16,06:32:00,1700,1841.234,586.0231,5499,28597.39
02/15/16,06:33:00,1700,1841.526,589.0509,5509.387,28574.98
02/15/16,06:34:00,1700,1841.541,591.4764,5542.177,28799.15
02/15/16,06:35:00,1700,1840.958,589.0589,5520.853,28682.23
02/15/16,06:36:00,1700,1841.55,581.7031,5438.695,28242.61
02/15/16,06:37:00,1700,1840.585,589.358,5522.234,28688.28
02/15/16,06:38:00,1700,1841.538,594.563,5554.319,28851.12
02/15/16,06:39:00,1700,1840.792,591.7344,5534.398,28748.81
02/15/16,06:40:00,1700,1841.257,592.971,5554.355,28851
02/15/16,06:41:00,1700,1841.299,591.8615,5536.771,28748.4
02/15/16,06:42:00,1700,1841.238,592.5475,5543.24,28782.63
02/15/16,06:43:00,1700,1841.549,592.4182,5544.101,28795.71
02/15/16,06:44:00,1700,1840.739,582.6017,5437.457,28251.19
02/15/16,06:45:00,1700,1841.239,591.9839,5522.143,28668.88
02/15/16,06:46:00,1700,1841.634,597.5527,5608.769,29138.06
02/15/16,06:47:00,1700,1842.004,587.5674,5507.972,28609.12
02/15/16,06:48:00,1700,1840.953,585.2037,5481.417,28467.64
02/15/16,06:49:00,1700,1841.735,588.6005,5482.614,28475.64
02/15/16,06:50:00,1700,1840.92,588.2507,5503.678,28587.52
02/15/16,06:51:00,1700,1840.59,590.2346,5528.589,28726.43
02/15/16,06:52:00,1700,1841.516,588.5986,5490.486,28515.32
02/15/16,06:53:00,1700,1840.96,593.1874,5555.588,28851.23
02/15/16,06:54:00,1700,1842.001,579.4557,5418.612,28126.38
02/15/16,06:55:00,1700,1840.951,580.4988,5424.008,28177.48
02/15/16,06:56:00,1700,1840.021,586.4807,5493.377,28540.69
02/15/16,06:57:00,1700,1840.746,592.1558,5539.778,28777.93
02/15/16,06:58:00,1700,1840.958,591.5959,5532.074,28733.4
02/15/16,06:59:00,1700,1840.774,590.1392,5510.792,28615.22
02/15/16,07:00:00,1700,1840.03,596.6664,5613.14,29159.62
02/15/16,07:01:00,1700,1841.824,593.1863,5568.936,28913.15
02/15/16,07:02:00,1700,1841.797,580.4904,5433.126,28205.17
02/15/16,07:03:00,1700,1840.967,589.9397,5547.942,28816.79
02/15/16,07:04:00,1700,1840.463,577.557,5381.222,27952.23
02/15/16,07:05:00,1700,1842.014,588.6023,5511.936,28619.81
02/15/16,07:06:00,1700,1840.955,589.5669,5514.268,28634.33
02/15/16,07:07:00,1700,1840.76,586.6628,5477.333,28440.14
02/15/16,07:08:00,1700,1841.514,583.8777,5485.725,28489.43
02/15/16,07:09:00,1700,1839.999,584.8123,5478.757,28450.79
02/15/16,07:10:00,1700,1840.759,586.0701,5473.299,28435.94
02/15/16,07:11:00,1700,1841.566,582.3604,5448.37,28333.73
02/15/16,07:12:00,1700,1841.511,586.4482,5491.75,28515
02/15/16,07:13:00,1700,1840.546,563.2641,5258.085,27319.96
02/15/16,07:14:00,1700,1840.963,595.7728,5594.109,29052.14
02/15/16,07:15:00,1700,1840.754,589.3529,5500.36,28564.4
02/15/16,07:16:00,1700,1841.522,586.6598,5475.854,28439.91
02/15/16,07:17:00,1700,1841.306,587.4803,5509.356,28615.64
02/15/16,07:18:00,1700,1841.804,588.1213,5502.668,28541.04
02/15/16,07:19:00,1700,1843.171,589.5812,5519.788,28681.95
02/15/16,07:20:00,1700,1840.004,577.4535,5393.305,28036.38
02/15/16,07:21:00,1700,1841.984,578.6837,5413.825,28113.22
02/15/16,07:22:00,1700,1841.827,586.3256,5473.996,28418.14
02/15/16,07:23:00,1700,1841.248,589.4883,5508.023,28615.83
02/15/16,07:24:00,1700,1841.251,586.8024,5498.448,28554.07
02/15/16,07:25:00,1700,1840.97,588.6765,5505.101,28603.23
02/15/16,07:26:00,1700,1841.282,588.5923,5504.34,28613.43
02/15/16,07:27:00,1700,1841.253,583.7502,5439.961,28251.03
02/15/16,07:28:00,1700,1840.955,581.6125,5424.293,28171.5
02/15/16,07:29:00,1700,1840.738,572.1404,5346.944,27773.69
02/15/16,07:30:00,1700,1840.949,589.3215,5538.506,28778.01
02/15/16,07:31:00,1700,1841.268,590.1161,5535.514,28779
02/15/16,07:32:00,1700,1840.288,586.8859,5498.197,28564.19
02/15/16,07:33:00,1700,1839.331,586.0667,5498.197,28574.79
02/15/16,07:34:00,1700,1841.256,585.1912,5478.596,28457.14
02/15/16,07:35:00,1700,1840.758,587.5675,5492.15,28557.44
02/15/16,07:36:00,1700,1840.053,589.91,5518.876,28718.1
02/15/16,07:37:00,1700,1841.247,584.1846,5480.174,28430.04
02/15/16,07:38:00,1700,1841.821,582.0402,5453.265,28306.12
02/15/16,07:39:00,1700,1841.239,570.8282,5322.386,27697.75
02/15/16,07:40:00,1700,1840.897,584.5289,5448.578,28299.68
02/15/16,07:41:00,1700,1841.143,587.6477,5494.121,28625.96
02/15/16,07:42:00,1700,1840.567,584.0483,5457.605,28361.59
02/15/16,07:43:00,1700,1841.544,584.8723,5456.838,28330.16
02/15/16,07:44:00,1700,1841.25,587.9141,5509.332,28609.12
02/15/16,07:45:00,1700,1841.232,587.4833,5493.176,28536.42
02/15/16,07:46:00,1700,1840.567,595.0006,5555.764,28862.71
02/15/16,07:47:00,1700,1840.984,589.5833,5512.042,28626.78
02/15/16,07:48:00,1700,1841.071,583.7616,5473.305,28451.25
02/15/16,07:49:00,1700,1841.266,588.3478,5519.729,28667.47
02/15/16,07:50:00,1700,1840.022,591.8605,5550.135,28846.94
02/15/16,07:51:00,1700,1841.185,586.7996,5496.148,28536.56
02/15/16,07:52:00,1700,1840.774,579.5534,5426.207,28169.94
02/15/16,07:53:00,1700,1840.971,588.2723,5497.313,28540.96
02/15/16,07:54:00,1700,1840.962,573.4826,5360.464,27811.32
02/15/16,07:55:00,1700,1840.964,588.4722,5522.191,28675.99
02/15/16,07:56:00,1700,1839.988,588.5682,5523.996,28709.78
02/15/16,07:57:00,1700,1842.304,583.0753,5447.789,28278.4
02/15/16,07:58:00,1700,1841.214,587.0198,5475.872,28441.15
02/15/16,07:59:00,1700,1841.238,589.0567,5511.908,28619.99
02/15/16,08:00:00,1700,1841.529,586.662,5492.166,28523.9
02/15/16,08:01:00,1700,1840.954,577.6862,5425.49,28186.85
02/15/16,08:02:00,1700,1840.98,588.1321,5479.56,28495.88
02/15/16,08:03:00,1700,1840.936,591.2635,5523.944,28699.19
02/15/16,08:04:00,1700,1841.991,593.7465,5555.414,28860.73
02/15/16,08:05:00,1700,1840.983,590.1323,5516.19,28648.01
02/15/16,08:06:00,1700,1841.469,587.9296,5525.329,28693.35
02/15/16,08:07:00,1700,1840.79,589.0633,5529.605,28727.18
02/15/16,08:08:00,1700,1840.667,570.673,5343.169,27748.83
02/15/16,08:09:00,1700,1841.257,591.6068,5544.941,28817.06
02/15/16,08:10:00,1700,1840.302,590.9529,5516.266,28660.73
02/15/16,08:11:00,1700,1840.965,590.8118,5526.296,28692.48
02/15/16,08:12:00,1700,1841.531,580.1516,5424.109,28158.32
02/15/16,08:13:00,1700,1841.545,564.9755,5242.987,27213.67
02/15/16,08:14:00,1700,1840.963,587.5754,5505.019,28575.37
02/15/16,08:15:00,1700,1840.979,580.8522,5403.644,28053.75
02/15/16,08:16:00,1700,1842,587.4607,5501.659,28557.44
02/15/16,08:17:00,1700,1841.996,586.8766,5492.216,28515.14
02/15/16,08:18:00,1700,1841.582,590.947,5529.444,28709.54
02/15/16,08:19:00,1700,1842.006,586.8829,5512.764,28602.88
02/15/16,08:20:00,1700,1841.819,590.6934,5548.811,28805.79
02/15/16,08:21:00,1700,1840.546,588.2789,5493.673,28547.42
02/15/16,08:22:00,1700,1842.011,586.0738,5477.704,28440.68
02/15/16,08:23:00,1700,1841.528,590.4595,5532.163,28720.54
02/15/16,08:24:00,1700,1841.549,589.0593,5514.07,28626.07
02/15/16,08:25:00,1700,1841.834,583.0707,5448.59,28288.88
02/15/16,08:26:00,1700,1840.931,581.7305,5437.315,28244.08
02/15/16,08:27:00,1700,1840.978,588.4694,5503.802,28587.96
02/15/16,08:28:00,1700,1840.635,591.2604,5543.23,28789.49
02/15/16,08:29:00,1700,1841.548,587.1046,5509.416,28609.64
02/15/16,08:30:00,1700,1840.957,590.8289,5553.461,28833.91
02/15/16,08:31:00,1700,1840.975,579.6904,5407.081,28092.46
02/15/16,08:32:00,1700,1840.591,588.478,5503.711,28592.24
02/15/16,08:33:00,1700,1841.234,587.3586,5487.857,28485.37
02/15/16,08:34:00,1700,1841.815,587.5642,5501.583,28557.83
02/15/16,08:35:00,1700,1840.586,586.8881,5471.132,28423.71
02/15/16,08:36:00,1700,1841.266,580.7175,5427.104,28184.31
02/15/16,08:37:00,1700,1841.802,586.7756,5494.751,28541.12
02/15/16,08:38:00,1700,1841.987,583.0061,5437.457,28222.78
02/15/16,08:39:00,1700,1841.265,590.6819,5517.563,28647.92
02/15/16,08:40:00,1700,1841.556,590.6174,5514.962,28637.46
02/15/16,08:41:00,1700,1841.55,586.2302,5483.699,28468.43
02/15/16,08:42:00,1700,1840.958,575.4474,5374.363,27939.35
02/15/16,08:43:00,1700,1839.761,585.0439,5481.931,28482.48
02/15/16,08:44:00,1700,1840.001,597.0521,5603.141,29099.23
02/15/16,08:45:00,1700,1841.541,592.074,5534.192,28743.8
02/15/16,08:46:00,1700,1842.125,590.8309,5523.799,28676.26
02/15/16,08:47:00,1700,1840.946,584.1816,5455.42,28323.11
02/15/16,08:48:00,1700,1840.801,592.2923,5524.127,28799.6
02/15/16,08:49:00,1700,1842.287,587.1021,5481.553,28457.82
02/15/16,08:50:00,1700,1841.237,578.916,5415.561,28204.73
02/15/16,08:51:00,1700,1841.635,592.8245,5542.403,28782.53
02/15/16,08:52:00,1700,1841.823,591.1728,5538.856,28833.52
02/15/16,08:53:00,1700,1840.578,589.585,5527.878,28709.58
02/15/16,08:54:00,1700,1840.598,586.205,5486.18,28503.01
02/15/16,08:55:00,1700,1841.256,591.8596,5532.159,28720.56
02/15/16,08:56:00,1700,1841.267,593.3186,5540.27,28778.12
02/15/16,08:57:00,1700,1840.961,580.5031,5421.507,28171.16
02/15/16,08:58:00,1700,1840.772,583.7474,5457.579,28365.65
02/15/16,08:59:00,1700,1840.768,578.7864,5397.982,28040.43
02/15/16,09:00:00,1700,1841.532,589.2303,5527.881,28721.19
02/15/16,09:01:00,1700,1841.518,588.1218,5487.918,28489.71
02/15/16,09:02:00,1700,1841.254,567.5559,5294.246,27506.07
02/15/16,09:03:00,1700,1840.762,579.5488,5391.059,27997.75
02/15/16,09:04:00,1700,1840.019,583.6296,5460.021,28372.5
02/15/16,09:05:00,1700,1841.574,588.6748,5518.429,28648.29
02/15/16,09:06:00,1700,1840.976,586.7982,5507.637,28603.33
02/15/16,09:07:00,1700,1841.551,587.0195,5494.873,28529
02/15/16,09:08:00,1700,1840.972,590.8318,5532.144,28738.57
02/15/16,09:09:00,1700,1841.261,578.5779,5400.542,28078.39
02/15/16,09:10:00,1700,1840.316,584.3105,5464.495,28379.29
02/15/16,09:11:00,1700,1840.589,586.6744,5489.165,28479.91
02/15/16,09:12:00,1700,1840.961,587.5688,5499.516,28564.35
02/15/16,09:13:00,1700,1841.218,582.6121,5451.742,28244.7
02/15/16,09:14:00,1700,1840.765,586.6687,5489.172,28515.32
02/15/16,09:15:00,1700,1840.94,590.5508,5531.146,28815.7
02/15/16,09:16:00,1700,1842.307,576.3514,5400.273,27998.09
02/15/16,09:17:00,1700,1841.244,589.3576,5509.284,28609.3
02/15/16,09:18:00,1700,1841.869,590.6979,5533.246,28733.81
02/15/16,09:19:00,1700,1841.821,586.1982,5478.868,28445.48
02/15/16,09:20:00,1700,1840.573,574.072,5351.722,27797.96
02/15/16,09:21:00,1700,1841.518,586.1937,5487.896,28508.95
02/15/16,09:22:00,1700,1840.592,589.4945,5510.645,28626.81
02/15/16,09:23:00,1700,1840.79,583.9785,5457.496,28350.62
02/15/16,09:24:00,1700,1841.818,586.8,5475.928,28430.09
02/15/16,09:25:00,1700,1841.844,586.8892,5497.369,28541.31
02/15/16,09:26:00,1700,1840.959,586.3243,5474.653,28440.51
02/15/16,09:27:00,1700,1841.809,591.5121,5524.051,28692.83
02/15/16,09:28:00,1700,1840.567,590.2604,5522.18,28688.61
02/15/16,09:29:00,1700,1841.539,590.9569,5545.462,28789.06
02/15/16,09:30:00,1700,1841.831,589.5532,5512.865,28626.81
02/15/16,09:31:00,1700,1840.306,589.4956,5528.567,28724.17
02/15/16,09:32:00,1700,1840.757,589.3598,5514.086,28722.79
02/15/16,09:33:00,1700,1841.544,569.8969,5318.823,27593.63
02/15/16,09:34:00,1700,1840.969,564.3092,5249.298,27269.02
02/15/16,09:35:00,1700,1840.972,590.4202,5510.688,28626.65
02/15/16,09:36:00,1700,1840.322,589.9309,5538.72,28741.7
02/15/16,09:37:00,1700,1840.769,586.0716,5477.629,28444.53
02/15/16,09:38:00,1700,1840.761,588.0494,5494.713,28509.57
02/15/16,09:39:00,1700,1841.818,582.5176,5464.421,28362.3
02/15/16,09:40:00,1700,1840.962,580.9294,5421.626,28158.6
02/15/16,09:41:00,1700,1841.835,583.7658,5461.414,28389.76
02/15/16,09:42:00,1700,1840.972,590.7104,5527.808,28740.13
02/15/16,09:43:00,1700,1840.777,585.327,5477.244,28438.17
02/15/16,09:44:00,1700,1840.303,591.9968,5536.807,28772.14
02/15/16,09:45:00,1700,1841.419,586.8831,5499.518,28553.69
02/15/16,09:46:00,1700,1841.837,589.3676,5514.212,28630.32
02/15/16,09:47:00,1700,1840.96,586.0375,5477.198,28440.97
02/15/16,09:48:00,1700,1841.28,588.6135,5528.198,28734.38
02/15/16,09:49:00,1700,1842.023,579.9547,5422.835,28159.21
02/15/16,09:50:00,1700,1840.981,569.7187,5314.907,27613.71
02/15/16,09:51:00,1700,1840.971,586.0339,5476.992,28474.83
02/15/16,09:52:00,1700,1842.285,587.1046,5483.679,28481.22
02/15/16,09:53:00,1700,1841.538,587.1184,5487.015,28490.42
02/15/16,09:54:00,1700,1840.605,585.7772,5481.573,28489.95
02/15/16,09:55:00,1700,1841.268,591.3967,5522.222,28693.34
02/15/16,09:56:00,1700,1841.26,590.5334,5524.067,28688.34
02/15/16,09:57:00,1700,1840.603,591.0956,5537.826,28761.43
02/15/16,09:58:00,1700,1841.988,577.9955,5384.218,27895.6
02/15/16,09:59:00,1700,1840.784,564.4033,5268.709,27371.39
02/15/16,10:00:00,1700,1841.561,579.2491,5427.17,28184.48
02/15/16,10:01:00,1700,1841.546,587.6204,5519.379,28691.8
02/15/16,10:02:00,1700,1840.594,584.746,5458.892,28344.97
02/15/16,10:03:00,1700,1842.074,580.5712,5410.929,28082.3
02/15/16,10:04:00,1700,1840.955,583.98,5480.196,28451.41
02/15/16,10:05:00,1700,1840.596,584.6575,5483.542,28485.67
02/15/16,10:06:00,1700,1841.845,586.0433,5482.338,28464.49
02/15/16,10:07:00,1700,1841.84,582.6089,5440.886,28250.71
02/15/16,10:08:00,1700,1842.303,571.1616,5334.949,27687.47
02/15/16,10:09:00,1700,1840.966,586.2043,5470.233,28413.64
02/15/16,10:10:00,1700,1840.034,587.2364,5499.561,28568.79
02/15/16,10:11:00,1700,1840.782,587.3633,5499.55,28564.82
02/15/16,10:12:00,1700,1842.009,580.3844,5417.214,28126.44
02/15/16,10:13:00,1700,1840.778,587.5779,5482.337,28489.8
02/15/16,10:14:00,1700,1840.788,588.6836,5532.137,28754.71
02/15/16,10:15:00,1700,1842.319,588.4683,5518.32,28654.58
02/15/16,10:16:00,1700,1840.967,589.4963,5513.38,28664.71
02/15/16,10:17:00,1700,1840.928,588.8091,5511.983,28644.14
02/15/16,10:18:00,1700,1841.128,590.3959,5551.804,28821.27
02/15/16,10:19:00,1700,1840.783,588.9445,5511.986,28637.27
02/15/16,10:20:00,1700,1841.273,583.2217,5461.728,28252.46
02/15/16,10:21:00,1700,1840.967,584.5361,5471.093,28395.94
02/15/16,10:22:00,1700,1840.565,587.0104,5511.27,28636.04
02/15/16,10:23:00,1700,1841.986,583.6318,5449.901,28296.41
02/15/16,10:24:00,1700,1840.781,585.777,5476.84,28445.04
02/15/16,10:25:00,1700,1841.266,591.598,5535.546,28744.43
02/15/16,10:26:00,1700,1841.836,587.5781,5489.389,28503.25
02/15/16,10:27:00,1700,1841.554,589.7118,5517.624,28648.29
02/15/16,10:28:00,1700,1841.559,588.6901,5503.819,28576.22
02/15/16,10:29:00,1700,1840.795,587.1062,5501.677,28575.43
02/15/16,10:30:00,1700,1841.472,590.2161,5523.974,28692.93
02/15/16,10:31:00,1700,1841.55,583.8911,5467.187,28394.26
02/15/16,10:32:00,1700,1839.73,588.6857,5489.348,28524.4
02/15/16,10:33:00,1700,1839.768,590.5958,5523.979,28664.31
02/15/16,10:34:00,1700,1840.79,564.6639,5259.526,27297.19
02/15/16,10:35:00,1700,1840.771,584.4459,5487.926,28515.23
02/15/16,10:36:00,1700,1841.544,588.4794,5518.401,28654.35
02/15/16,10:37:00,1700,1841.819,588.0427,5508.093,28609.3
02/15/16,10:38:00,1700,1840.293,587.5439,5512.768,28643.77
02/15/16,10:39:00,1700,1841.824,583.9774,5453.238,28337.89
02/15/16,10:40:00,1700,1840.78,586.5366,5471.263,28430.18
02/15/16,10:41:00,1700,1841.548,586.55,5497.439,28558.43
02/15/16,10:42:00,1700,1841.259,585.9052,5480.244,28451.78
02/15/16,10:43:00,1700,1841.267,581.1514,5433.316,28278.29
02/15/16,10:44:00,1700,1840.972,587.6661,5494.846,28541.37
02/15/16,10:45:00,1700,1840.782,590.3988,5522.873,28667.55
02/15/16,10:46:00,1700,1840.798,585.3478,5491.828,28524.14
02/15/16,10:47:00,1700,1840.59,588.2625,5492.038,28530.84
02/15/16,10:48:00,1700,1839.639,587.6425,5512.927,28631.09
02/15/16,10:49:00,1700,1840.784,565.0955,5264.525,27360.32
02/15/16,10:50:00,1700,1841.241,585.7792,5508.125,28603.56
02/15/16,10:51:00,1700,1840.968,588.605,5489.27,28515.17
02/15/16,10:52:00,1700,1840.982,586.3408,5492.296,28537.19
02/15/16,10:53:00,1700,1840.326,585.3505,5453.502,28336.65
02/15/16,10:54:00,1700,1840.978,589.0714,5508.159,28616.27
02/15/16,10:55:00,1700,1841.848,582.52,5444.125,28228.05
02/15/16,10:56:00,1700,1841.546,585.4349,5471.153,28464.14
02/15/16,10:57:00,1700,1841.828,584.5299,5458.895,28358.07
02/15/16,10:58:00,1700,1841.261,567.3687,5274.161,27398.46
02/15/16,10:59:00,1700,1840.983,573.4857,5354.367,27817.75
02/15/16,11:00:00,1700,1840.307,585.1026,5488.874,28497.1
02/15/16,11:01:00,1700,1840.984,587.2339,5481.465,28468.69
02/15/16,11:02:00,1700,1841.546,579.0098,5384.829,27974.38
02/15/16,11:03:00,1700,1841.552,583.1431,5462.294,28372.72
02/15/16,11:04:00,1700,1840.787,586.8083,5515,28631.45
02/15/16,11:05:00,1700,1841.547,585.3193,5475.943,28441.09
02/15/16,11:06:00,1700,1841.537,579.0067,5413.221,28136.86
02/15/16,11:07:00,1700,1840.462,580.0408,5421.636,28165.35
02/15/16,11:08:00,1700,1841.836,584.4713,5453.432,28335.79
02/15/16,11:09:00,1700,1841.842,573.0566,5353.085,27832.61
02/15/16,11:10:00,1700,1840.344,590.2795,5518.439,28685.41
02/15/16,11:11:00,1700,1840.6,588.6811,5514.972,28648.51
02/15/16,11:12:00,1700,1840.989,586.8082,5507.761,28609.68
02/15/16,11:13:00,1700,1840.604,581.5011,5436.605,28244.98
02/15/16,11:14:00,1700,1841.818,585.7789,5472.089,28409.35
02/15/16,11:15:00,1700,1841.548,581.8419,5437.494,28237.95
02/15/16,11:16:00,1700,1841.833,559.2464,5212.488,27068.57
02/15/16,11:17:00,1700,1841.276,576.3564,5377.929,27927.16
02/15/16,11:18:00,1700,1841.258,580.9455,5425.528,28171.45
02/15/16,11:19:00,1700,1841.816,586.202,5492.26,28519.54
02/15/16,11:20:00,1700,1840.756,584.4563,5482.328,28481.05
02/15/16,11:21:00,1700,1840.942,585.4298,5482.212,28468.33
02/15/16,11:22:00,1700,1841.531,587.7881,5497.306,28540.89
02/15/16,11:23:00,1700,1842.303,571.3554,5325.918,27652.83
02/15/16,11:24:00,1700,1841.531,578.7043,5405.654,28085.51
02/15/16,11:25:00,1700,1840.979,585.8923,5483.523,28465.81
02/15/16,11:26:00,1700,1841.826,586.6757,5482.364,28474.7
02/15/16,11:27:00,1700,1840.758,583.6259,5451.07,28310.19
02/15/16,11:28:00,1700,1840.597,593.2009,5563.781,28913.63
02/15/16,11:29:00,1700,1840.79,586.6802,5481.503,28468.89
02/15/16,11:30:00,1700,1841.238,580.1705,5412.159,28105.6
02/15/16,11:31:00,1700,1842.013,561.353,5227.086,27141.15
02/15/16,11:32:00,1700,1841.514,579.6995,5425.402,28192.93
02/15/16,11:33:00,1700,1840.3,588.6761,5509.484,28647.7
02/15/16,11:34:00,1700,1842.012,575.6644,5382.143,27939.94
02/15/16,11:35:00,1700,1840.983,582.9886,5446.479,28288.74
02/15/16,11:36:00,1700,1841.987,583.5101,5449.94,28289.46
02/15/16,11:37:00,1700,1841.836,587.0248,5493.519,28524.21
02/15/16,11:38:00,1700,1841.256,582.3082,5446.581,28289.85
02/15/16,11:39:00,1700,1840.963,578.2375,5385.556,27974.29
02/15/16,11:40:00,1700,1841.556,587.577,5472.748,28379.6
02/15/16,11:41:00,1700,1842.02,584.5375,5449.861,28295.77
02/15/16,11:42:00,1700,1841.257,562.0537,5213.398,27102.54
02/15/16,11:43:00,1700,1839.734,578.9185,5408.284,28077.38
02/15/16,11:44:00,1700,1840.589,587.1047,5493.542,28536.69
02/15/16,11:45:00,1700,1841.263,586.6711,5510.658,28616.12
02/15/16,11:46:00,1700,1841.243,585.3455,5499.417,28557.85
02/15/16,11:47:00,1700,1841.258,575.3347,5388.183,27991.13
02/15/16,11:48:00,1700,1840.973,589.3511,5514.804,28647.88
02/15/16,11:49:00,1700,1842.006,588.8999,5518.471,28667.21
02/15/16,11:50:00,1700,1840.745,581.6813,5428.429,28183.84
02/15/16,11:51:00,1700,1840.577,553.9087,5142.646,26712.51
02/15/16,11:52:00,1700,1840.636,585.2101,5487.913,28448.67
02/15/16,11:53:00,1700,1840.958,585.5524,5454.269,28317.69
02/15/16,11:54:00,1700,1841.254,585.0845,5477.204,28419.09
02/15/16,11:55:00,1700,1840.99,572.4879,5369.955,27883.35
02/15/16,11:56:00,1700,1840.978,578.704,5436.553,28237.95
02/15/16,11:57:00,1700,1840.589,585.2203,5454.643,28336.72
02/15/16,11:58:00,1700,1840.781,585.0879,5477.333,28440.07
02/15/16,11:59:00,1700,1841.533,586.2006,5477.15,28440.84
02/15/16,12:00:00,1700,1842.021,579.2592,5405.834,28085.26
02/15/16,12:01:00,1700,1840.97,585.0048,5477.566,28445
02/15/16,12:02:00,1700,1840.542,588.2573,5504.235,28630.18
02/15/16,12:03:00,1700,1841.271,580.7278,5426.426,28183.13
02/15/16,12:04:00,1700,1841.255,576.9079,5403.569,28064.22
02/15/16,12:05:00,1700,1840.731,563.1516,5255.505,27303.44
02/15/16,12:06:00,1700,1841.247,580.5887,5410.697,28091.81
02/15/16,12:07:00,1700,1841.229,582.4955,5451.122,28299.9
02/15/16,12:08:00,1700,1840.974,586.4612,5491.3,28457.15
02/15/16,12:09:00,1700,1840.295,585.4294,5506.358,28602.97
02/15/16,12:10:00,1700,1840.948,586.993,5507.943,28614.79
02/15/16,12:11:00,1700,1840.773,584.6154,5460.186,28357.67
02/15/16,12:12:00,1700,1840.953,583.289,5447.728,28295.78
02/15/16,12:13:00,1700,1840.012,575.8767,5354.333,27832.42
02/15/16,12:14:00,1700,1840.3,588.9808,5523.944,28667.09
02/15/16,12:15:00,1700,1840.577,593.3206,5559.9,28890.88
02/15/16,12:16:00,1700,1842.278,576.6412,5370.109,27883.78
02/15/16,12:17:00,1700,1840.633,574.5013,5370.967,27897.43
02/15/16,12:18:00,1700,1840.785,583.7568,5473.29,28429.58
02/15/16,12:19:00,1700,1842.316,588.1359,5498.278,28521.5
02/15/16,12:20:00,1700,1842.003,580.8995,5429.78,28192.7
02/15/16,12:21:00,1700,1841.542,586.4613,5469.042,28434.6
02/15/16,12:22:00,1700,1840.978,586.0636,5471.239,28422.02
02/15/16,12:23:00,1700,1840.978,588.1362,5500.367,28636.71
02/15/16,12:24:00,1700,1841.244,585.5516,5480.193,28457.56
02/15/16,12:25:00,1700,1841.538,588.934,5503.784,28573.18
02/15/16,12:26:00,1700,1841.254,571.302,5331.565,27693.09
02/15/16,12:27:00,1700,1841.243,577.4804,5407.177,28042.72
02/15/16,12:28:00,1700,1840.598,584.7502,5466.96,28396.6
02/15/16,12:29:00,1700,1841.849,582.8688,5447.725,28311.22
02/15/16,12:30:00,1700,1840.274,584.7466,5460.176,28362.97
02/15/16,12:31:00,1700,1840.774,584.7435,5447.74,28295.69
02/15/16,12:32:00,1700,1841.87,587.0209,5478.907,28445.32
02/15/16,12:33:00,1700,1842.013,574.5122,5360.812,27826.08
02/15/16,12:34:00,1700,1840.959,579.1373,5435.259,28237.79
02/15/16,12:35:00,1700,1840.957,586.14,5473.28,28429.67
02/15/16,12:36:00,1700,1840.775,587.4908,5512.893,28643.75
02/15/16,12:37:00,1700,1840.775,581.1542,5428.431,28196.85
02/15/16,12:38:00,1700,1841.257,586.0359,5487.093,28489.72
02/15/16,12:39:00,1700,1840.784,588.6761,5494.856,28547.62
02/15/16,12:40:00,1700,1840.775,573.4916,5362.082,27860.77
02/15/16,12:41:00,1700,1841.815,587.5696,5489.088,28489.86
02/15/16,12:42:00,1700,1841.251,586.0268,5474.64,28425.24
02/15/16,12:43:00,1700,1840.969,585.5582,5473.336,28430.27
02/15/16,12:44:00,1700,1840.573,585.2338,5480.165,28474.71
02/15/16,12:45:00,1700,1841.56,561.9154,5220.368,27113.72
02/15/16,12:46:00,1700,1840.98,589.9276,5514.981,28644.08
02/15/16,12:47:00,1700,1841.337,574.4976,5350.846,27787.03
02/15/16,12:48:00,1700,1841.549,583.4169,5454.599,28317.28
02/15/16,12:49:00,1700,1840.777,584.3305,5466.626,28402.73
02/15/16,12:50:00,1700,1840.78,587.3589,5509.39,28620.29
02/15/16,12:51:00,1700,1841.284,586.5841,5475.941,28440.73
02/15/16,12:52:00,1700,1840.582,588.0488,5503.476,28580.64
02/15/16,12:53:00,1700,1841.252,562.3764,5255.322,27297.21
02/15/16,12:54:00,1700,1841.837,583.8809,5449.079,28303.3
02/15/16,12:55:00,1700,1840.579,587.6577,5497.314,28530.35
02/15/16,12:56:00,1700,1841.52,585.9036,5475.903,28429.64
02/15/16,12:57:00,1700,1841.242,584.6091,5460.217,28362.11
02/15/16,12:58:00,1700,1840.757,586.0734,5487.88,28502.35
02/15/16,12:59:00,1700,1841.263,581.1365,5439.718,28242.72
02/15/16,13:00:00,1700,1840.637,585.771,5496.026,28547.52
02/15/16,13:01:00,1700,1841.143,578.08,5393.705,28025.34
02/15/16,13:02:00,1700,1841.91,564.8257,5270.731,27375.57
02/15/16,13:03:00,1700,1841.5,579.6865,5417.257,28132.77
02/15/16,13:04:00,1700,1840.879,582.7301,5446.442,28292.16
02/15/16,13:05:00,1700,1840.952,578.448,5395.975,28036.49
