$Date,$Time,PI-101B,PZI-102B,PI-401B,PI-402B,PDI-401B,TI-402B,LI-401B
02/15/16,00:43:00,141.1469,141.0062,386.9507,380.9199,26.34682,49.01838,85.28011
02/15/16,00:44:00,140.4752,140.8189,386.8181,380.8806,26.26251,49.00474,85.19084
02/15/16,00:45:00,140.9008,140.839,386.6187,381.2944,26.14975,48.982,85.27065
02/15/16,00:46:00,141.0327,140.5774,386.1953,380.218,26.30554,49.12682,85.26529
02/15/16,00:47:00,140.8051,140.7228,387.0383,381.3865,26.23077,49.06232,85.22063
02/15/16,00:48:00,140.6589,140.4636,385.6665,380.3167,26.09371,49.02935,85.22383
02/15/16,00:49:00,140.5779,140.6447,386.9241,381.1274,26.30322,49.06958,85.24786
02/15/16,00:50:00,140.5723,140.5221,386.2175,380.4529,26.27205,48.99035,85.19679
02/15/16,00:51:00,140.9106,140.8699,386.6218,381.0703,26.21788,49.03416,85.31996
02/15/16,00:52:00,141.0731,140.8838,386.8245,381.0996,26.21979,49.04671,85.2195
02/15/16,00:53:00,140.8585,140.86,386.9055,381.3308,26.32446,49.00234,85.21397
02/15/16,00:54:00,140.6429,140.4692,385.1426,379.5068,26.14742,49.05885,85.19456
02/15/16,00:55:00,140.8046,140.6995,386.7776,381.0117,26.27682,49.0197,85.24722
02/15/16,00:56:00,140.8203,140.7561,386.3835,380.5874,26.2418,48.89416,85.24449
02/15/16,00:57:00,140.5755,140.6879,386.5415,380.8735,26.16142,49.06582,85.24031
02/15/16,00:58:00,140.8548,140.7537,387.1868,381.2322,26.3789,49.03453,85.26663
02/15/16,00:59:00,141.085,141.055,387.3813,381.417,26.20445,48.99952,85.2227
02/15/16,01:00:00,140.6011,140.6646,387.0825,381.2124,26.29158,49.07038,85.26848
02/15/16,01:01:00,140.7252,140.6708,386.2322,380.2573,26.32278,48.98932,85.19612
02/15/16,01:02:00,140.9891,140.8582,387.2891,381.5999,26.16489,49.06404,85.20808
02/15/16,01:03:00,141.0984,141.0654,388.0015,382.1475,26.15936,49.04185,85.27432
02/15/16,01:04:00,140.7407,140.798,387.5891,381.4956,26.18305,48.99661,85.20221
02/15/16,01:05:00,140.78,140.7431,387.5718,381.4265,26.30592,49.04581,85.24577
02/15/16,01:06:00,140.8118,140.7413,386.45,381.0579,26.24359,48.98672,85.22704
02/15/16,01:07:00,140.7427,140.7589,387.6443,381.6819,26.16577,48.94955,85.20419
02/15/16,01:08:00,140.7533,140.6021,386.8164,380.9871,26.31374,49.0401,85.20013
02/15/16,01:09:00,141.2208,141.016,387.1895,381.5,26.38546,48.96213,85.21335
02/15/16,01:10:00,140.5386,140.576,387.0359,380.7866,26.16451,48.93909,85.21968
02/15/16,01:11:00,140.8417,140.8558,387.3767,381.4565,26.31073,49.00712,85.29686
02/15/16,01:12:00,140.5733,140.6496,386.8232,381.1155,26.30722,48.96156,85.19949
02/15/16,01:13:00,140.741,140.7031,386.4648,380.585,26.07582,49.00734,85.30339
02/15/16,01:14:00,140.6179,140.6705,386.7632,380.9189,26.26453,49.07241,85.25476
02/15/16,01:15:00,140.6601,140.6821,387.0129,381.0706,26.25271,49.05257,85.31953
02/15/16,01:16:00,140.9844,140.8766,387.1086,381.5869,26.16356,49.09523,85.25919
02/15/16,01:17:00,141.0981,141.0038,387.8167,382.064,26.28166,49.09235,85.282
02/15/16,01:18:00,141.0133,141.0002,387.6814,382.0791,26.2664,48.96672,85.25375
02/15/16,01:19:00,140.415,140.4505,386.9775,381.4414,26.2381,49.04017,85.19092
02/15/16,01:20:00,140.8541,140.8262,386.5129,380.7915,26.27552,48.97788,85.21887
02/15/16,01:21:00,140.7239,140.6635,387.7356,381.7104,26.24004,48.94596,85.2686
02/15/16,01:22:00,140.7834,140.5795,386.7969,381.1831,26.30798,49.02426,85.2258
02/15/16,01:23:00,140.6124,140.6705,387.1646,381.2913,26.29112,48.99308,85.26324
02/15/16,01:24:00,140.6193,140.5673,385.9404,380.4319,26.16394,48.98277,85.26486
02/15/16,01:25:00,140.7914,140.7158,385.9443,380.5259,26.17672,49.0513,85.25774
02/15/16,01:26:00,140.5069,140.4385,386.7148,380.6724,26.16863,49.00155,85.18594
02/15/16,01:27:00,140.3123,140.3047,386.8889,381.2102,26.21376,49.04284,85.26004
02/15/16,01:28:00,140.5695,140.6572,387.062,381.322,26.3636,49.02202,85.27333
02/15/16,01:29:00,140.9408,140.7831,385.5488,380.0754,26.09264,48.94922,85.26732
02/15/16,01:30:00,140.6157,140.5536,386.4565,380.6189,26.23581,49.11609,85.32179
02/15/16,01:31:00,140.5661,140.4731,386.5,380.4453,26.20174,48.99824,85.22359
02/15/16,01:32:00,140.8574,140.5482,386.4087,380.4277,26.14697,48.98516,85.21735
02/15/16,01:33:00,140.6443,140.5602,386.9768,381.3652,26.22238,48.99937,85.27966
02/15/16,01:34:00,140.6986,140.649,386.9795,381.1113,26.36532,48.94342,85.31114
02/15/16,01:35:00,140.5211,140.3679,387.321,381.5488,26.30501,49.01865,85.32698
02/15/16,01:36:00,140.5197,140.461,386.6924,380.6326,26.44806,49.01693,85.19496
02/15/16,01:37:00,140.8241,140.8036,387.0857,381.4788,26.24859,48.94347,85.20139
02/15/16,01:38:00,140.9016,140.7873,387.4822,381.6616,26.28613,49.0308,85.2682
02/15/16,01:39:00,140.8714,140.8423,387.3818,381.4265,26.28601,49.02041,85.25232
02/15/16,01:40:00,140.3182,140.3405,386.4717,381.2163,26.21078,48.94225,85.28828
02/15/16,01:41:00,140.5288,140.5516,387.2512,381.1931,26.23646,49.02651,85.24779
02/15/16,01:42:00,140.8961,140.8199,387.1875,381.5569,26.41548,48.96782,85.23325
02/15/16,01:43:00,140.7451,140.6974,386.4626,380.8943,26.24607,48.96255,85.21103
02/15/16,01:44:00,140.5295,140.5832,386.6797,381.3486,26.2394,48.96605,85.29353
02/15/16,01:45:00,140.9752,140.7078,386.4109,380.5178,26.23947,48.92038,85.26894
02/15/16,01:46:00,140.5903,140.7734,386.8545,380.7012,26.35754,49.00518,85.20486
02/15/16,01:47:00,140.9673,140.8442,386.5461,380.8896,26.23913,48.96365,85.21814
02/15/16,01:48:00,140.8716,140.8141,386.1648,380.4534,26.21696,48.9601,85.20076
02/15/16,01:49:00,140.7377,140.6198,386.3186,380.3689,26.259,49.07058,85.22838
02/15/16,01:50:00,140.7303,140.7422,387.0417,381.2178,26.31756,48.99567,85.27342
02/15/16,01:51:00,140.6782,140.6467,387.1689,381.1914,26.24985,49.0179,85.21295
02/15/16,01:52:00,140.864,140.7042,386.4128,380.9333,26.33507,49.04786,85.18213
02/15/16,01:53:00,140.822,140.7925,387.0798,381.1892,26.22021,48.99141,85.23125
02/15/16,01:54:00,140.7673,140.7244,386.5017,380.7859,26.14765,49.04264,85.19308
02/15/16,01:55:00,140.5006,140.4464,385.7205,380.1431,26.31237,49.01406,85.19072
02/15/16,01:56:00,140.9983,140.899,386.9141,380.9358,26.05423,48.98526,85.31393
02/15/16,01:57:00,140.4577,140.4099,386.4746,380.7549,26.2397,49.04976,85.28958
02/15/16,01:58:00,140.5984,140.5435,386.6716,380.9836,26.28181,48.98743,85.27232
02/15/16,01:59:00,140.5999,140.4825,386.709,380.7007,26.2389,48.99421,85.21288
02/15/16,02:00:00,140.433,140.4653,387.0186,381.1663,26.24317,49.04797,85.23694
02/15/16,02:01:00,140.913,140.7473,387.6875,381.2693,26.36196,48.98361,85.20578
02/15/16,02:02:00,140.8279,140.7213,386.4761,380.5527,26.30512,48.87505,85.34645
02/15/16,02:03:00,140.6516,140.5773,386.554,380.8162,26.26842,48.98447,85.28091
02/15/16,02:04:00,141.1367,141.0593,387.4749,381.5532,26.28616,48.90822,85.22276
02/15/16,02:05:00,140.5889,140.5986,386.7966,380.7446,26.33011,48.9956,85.22238
02/15/16,02:06:00,140.8681,140.8527,386.9382,381.0115,26.40011,48.94719,85.27414
02/15/16,02:07:00,140.9114,140.9116,387.5725,381.679,26.20907,48.93898,85.20915
02/15/16,02:08:00,140.8111,140.8348,387.8984,382.0852,26.50993,49.00829,85.27838
02/15/16,02:09:00,141.0917,141.0688,386.9121,380.929,26.3245,48.90945,85.27214
02/15/16,02:10:00,140.2484,140.2187,385.2395,379.6462,26.17233,48.93324,85.26634
02/15/16,02:11:00,141.0222,140.9616,387.4014,381.2717,26.29856,48.99216,85.26382
02/15/16,02:12:00,140.8019,140.6493,387.1311,381.1392,26.32545,48.9297,85.27927
02/15/16,02:13:00,140.8479,140.7914,386.9441,381.2207,26.33419,48.97617,85.25748
02/15/16,02:14:00,140.6653,140.63,386.6445,380.6704,26.28616,48.95451,85.25847
02/15/16,02:15:00,140.7761,140.8848,386.2749,380.3135,26.20872,48.95147,85.27919
02/15/16,02:16:00,140.7058,140.737,386.4409,380.2439,26.23543,49.03085,85.24432
02/15/16,02:17:00,140.6735,140.6508,385.7329,380.0823,26.26766,48.97141,85.16785
02/15/16,02:18:00,140.8096,140.6484,386.3059,380.6467,26.20934,48.96177,85.24298
02/15/16,02:19:00,140.5273,140.6068,386.3152,380.3569,26.35792,48.99851,85.2533
02/15/16,02:20:00,141.1657,140.918,385.469,379.4995,26.48708,48.93569,85.26398
02/15/16,02:21:00,140.7255,140.7971,385.7825,380.229,26.27918,49.00104,85.29395
02/15/16,02:22:00,140.4743,140.4999,385.9939,380.2498,26.26984,49.02215,85.19153
02/15/16,02:23:00,140.8782,140.6777,385.4116,379.4744,26.28334,48.96488,85.23793
02/15/16,02:24:00,140.7569,140.7428,386.6689,380.9417,26.26492,49.02895,85.23221
02/15/16,02:25:00,140.7756,140.8094,385.9641,380.4514,26.34434,48.97943,85.28806
02/15/16,02:26:00,140.9555,140.9003,386.9099,381.0686,26.26385,48.86633,85.16464
02/15/16,02:27:00,140.6421,140.5762,385.4702,379.3818,26.22772,49.0134,85.27045
02/15/16,02:28:00,140.9692,140.8268,386.4587,380.4426,26.38504,48.96248,85.15311
02/15/16,02:29:00,140.9988,140.9029,386.0706,380.0725,26.36883,48.96358,85.20522
02/15/16,02:30:00,140.79,140.7223,385.5486,379.8105,26.1594,49.06588,85.22893
02/15/16,02:31:00,141.1829,140.9898,386.1443,380.3252,26.208,48.99606,85.28847
02/15/16,02:32:00,140.9113,140.8311,386.2087,380.208,26.18908,49.01307,85.26137
02/15/16,02:33:00,140.9482,140.8558,386.4922,380.4246,26.39172,49.01536,85.18048
02/15/16,02:34:00,140.9734,140.9656,386.2393,380.5635,26.20117,48.97734,85.27861
02/15/16,02:35:00,140.8044,140.8118,387.2483,381.2559,26.41773,49.05993,85.2672
02/15/16,02:36:00,140.7944,140.7969,386.3647,380.571,26.14265,49.04372,85.12823
02/15/16,02:37:00,140.9359,140.9605,387.0435,381.0962,26.15295,48.99463,85.10739
02/15/16,02:38:00,140.7736,140.7325,385.8982,380.2446,26.21666,49.05672,85.18539
02/15/16,02:39:00,141.2548,141.1384,387.2646,381.4031,26.41224,49.01342,85.07144
02/15/16,02:40:00,140.7419,140.6006,386.1807,380.5928,26.15067,48.96936,85.05595
02/15/16,02:41:00,140.9875,140.9052,387.4954,381.3474,26.32347,49.01812,85.08008
02/15/16,02:42:00,140.3774,140.4475,386.5898,380.7751,26.35208,48.94796,85.09702
02/15/16,02:43:00,141.0531,140.6852,386.5037,380.5291,26.2912,48.97958,85.08998
02/15/16,02:44:00,140.786,140.7681,386.6428,381.1772,26.4521,48.98343,84.99937
02/15/16,02:45:00,141.0602,140.889,386.3484,380.4539,26.37444,48.92353,85.08182
02/15/16,02:46:00,140.8207,140.715,386.9878,380.1992,26.22662,48.9501,85.01128
02/15/16,02:47:00,141.0579,141.0296,387.3687,381.1526,26.32828,48.99864,85.03137
02/15/16,02:48:00,140.8918,140.9396,387.0674,380.7605,26.40202,48.9625,85.07907
02/15/16,02:49:00,140.8754,140.8548,386.0269,379.9885,26.32687,48.97322,85.01593
02/15/16,02:50:00,141.125,141.0762,386.9236,380.8359,26.39915,49.00719,85.0204
02/15/16,02:51:00,140.7903,140.7685,386.3176,380.1694,26.24672,48.97493,84.95523
02/15/16,02:52:00,140.6815,140.6869,386.3525,380.4978,26.21647,49.03094,84.98364
02/15/16,02:53:00,140.7906,140.9388,387.4397,381.478,26.29158,49.07177,84.95961
02/15/16,02:54:00,141.1329,141.0499,386.5928,380.4255,26.24969,49.03065,84.9838
02/15/16,02:55:00,140.8568,140.859,386.9319,381.0264,26.33606,49.00774,85.0024
02/15/16,02:56:00,140.9028,140.8378,386.467,380.281,26.28601,49.01661,85.01541
02/15/16,02:57:00,140.8339,141.0266,387.0911,380.5466,26.36303,48.97341,84.95314
02/15/16,02:58:00,140.6337,140.687,386.3291,380.4082,26.27312,49.02514,84.94133
02/15/16,02:59:00,141.375,141.3121,387.1472,381.1938,26.33286,48.99635,85.01151
02/15/16,03:00:00,141.0488,141.0583,386.2668,380.4524,26.22875,48.93961,84.98976
02/15/16,03:01:00,141.1921,141.1363,386.7458,381.0337,26.42754,48.99937,84.99649
02/15/16,03:02:00,140.9114,140.8094,386.1421,380.1311,26.28151,48.98802,85.00903
02/15/16,03:03:00,140.8054,140.8113,386.3237,380.5933,26.15257,48.96748,85.01692
02/15/16,03:04:00,140.8254,140.8541,386.2214,380.4885,26.20415,49.02457,85.02156
02/15/16,03:05:00,141.167,141.2004,387.5349,381.5916,26.33369,48.97526,84.99741
02/15/16,03:06:00,141.3303,141.1904,386.614,380.5759,26.33297,48.96088,84.97572
02/15/16,03:07:00,141.0787,140.878,386.5464,380.9583,26.38786,49.03532,84.90956
02/15/16,03:08:00,140.6904,140.7159,386.3064,380.5686,26.37978,48.98722,84.97165
02/15/16,03:09:00,141.4012,141.2717,387.303,381.3076,26.134,49.02519,84.94807
02/15/16,03:10:00,141.0529,141.3297,387.1458,381.2512,26.42715,49.03548,84.96965
02/15/16,03:11:00,140.9993,141.0754,387.447,381.4795,26.40831,48.9683,84.99951
02/15/16,03:12:00,141.0931,140.9949,386.209,380.4565,26.23775,49.01279,85.03181
02/15/16,03:13:00,140.9404,140.8719,385.8857,379.9155,26.25217,49.04422,84.99588
02/15/16,03:14:00,141.2675,141.1967,387.1455,381.2949,26.43894,48.97341,85.00316
02/15/16,03:15:00,140.9484,140.777,385.6909,380.0757,26.31924,49.02627,84.93723
02/15/16,03:16:00,140.9337,140.9424,387.084,380.8572,26.32538,49.03065,84.97792
02/15/16,03:17:00,140.8483,140.9155,386.7434,380.7134,26.3504,48.99141,85.00336
02/15/16,03:18:00,140.308,140.6851,385.5244,379.5374,26.18759,49.03032,85.00299
02/15/16,03:19:00,141.2092,141.034,386.5117,380.5688,26.31062,48.99892,84.97563
02/15/16,03:20:00,141.0623,141.0188,386.6572,380.3433,26.26442,48.97138,84.98676
02/15/16,03:21:00,141.0787,141.0366,387.3379,381.4824,26.32057,49.03801,85.02995
02/15/16,03:22:00,141.2391,141.139,386.9358,381.0066,26.37985,49.00109,84.95479
02/15/16,03:23:00,141.0099,140.9506,386.7422,380.5632,26.21338,48.97425,84.97067
02/15/16,03:24:00,141.2476,141.2296,387.1382,381.2788,26.30138,49.03246,84.93973
02/15/16,03:25:00,141.1811,141.1622,387.1069,381.0435,26.27697,48.94358,84.94072
02/15/16,03:26:00,141.0939,140.9677,385.45,379.4373,26.22952,49.00229,84.96227
02/15/16,03:27:00,141.0914,141.0252,386.5422,380.7395,26.22578,49.0071,85.02451
02/15/16,03:28:00,141.1296,141.2328,386.7139,380.7395,26.29494,48.95047,84.97937
02/15/16,03:29:00,140.9484,140.8956,386.8682,381.2439,26.34941,49.01849,85.01883
02/15/16,03:30:00,140.9258,140.876,386.719,380.76,26.39984,48.9672,84.95091
02/15/16,03:31:00,141.2156,141.1304,387.2065,380.8,26.15025,48.91445,84.96616
02/15/16,03:32:00,141.2163,141.0822,386.4304,380.3271,26.34483,49.00835,84.97932
02/15/16,03:33:00,140.9514,141.0126,386.4678,381.103,26.30173,48.98291,85.02768
02/15/16,03:34:00,141.1789,141.0995,386.813,380.7454,26.42067,48.98141,85.04829
02/15/16,03:35:00,141.467,141.4627,387.4685,381.48,26.33526,49.00734,85.17696
02/15/16,03:36:00,141.2476,141.0563,386.2935,380.4111,26.29078,48.94909,85.24506
02/15/16,03:37:00,141.0703,141.0286,386.395,380.3618,26.41712,48.87516,85.17857
02/15/16,03:38:00,140.8028,140.7169,385.7051,379.8611,26.15086,49.03524,85.26031
02/15/16,03:39:00,141.0118,140.8576,385.3901,379.8093,26.27533,48.96938,85.22684
02/15/16,03:40:00,141.0244,141.0145,385.8025,380.0964,26.25584,49.01875,85.28094
02/15/16,03:41:00,140.9965,140.9415,386.551,380.7063,26.45035,48.99558,85.29486
02/15/16,03:42:00,140.899,140.9802,385.7781,379.7607,26.25183,48.9642,85.28912
02/15/16,03:43:00,140.9854,140.8917,386.4214,380.426,26.3792,49.03046,85.27254
02/15/16,03:44:00,141.3218,141.0521,386.5815,380.4866,26.39038,48.96753,85.20795
02/15/16,03:45:00,140.9393,140.7993,384.771,378.762,26.28231,48.94062,85.27429
02/15/16,03:46:00,141.2242,141.163,385.3574,379.563,26.18793,49.01833,85.32411
02/15/16,03:47:00,140.7614,140.7495,385.1394,379.2251,26.21586,48.99099,85.25461
02/15/16,03:48:00,141.2333,141.0768,385.8379,379.906,26.24199,48.96468,85.23671
02/15/16,03:49:00,141.0053,140.9727,385.9973,379.9895,26.33347,48.9561,85.24426
02/15/16,03:50:00,141.0269,140.9853,385.5986,379.8091,26.27869,48.94422,85.27611
02/15/16,03:51:00,140.8895,140.8738,386.3904,380.2781,26.44382,49.01188,85.28638
02/15/16,03:52:00,141.0891,141.1273,386.8799,380.957,26.40858,48.99712,85.2531
02/15/16,03:53:00,140.7078,141.0197,386.1543,380.0203,26.25904,48.97757,85.29857
02/15/16,03:54:00,141.2283,141.1218,385.2278,379.8452,26.31809,49.05689,85.239
02/15/16,03:55:00,141.4538,141.3667,387.0225,381.3894,26.35788,49.02407,85.21741
02/15/16,03:56:00,141.1887,141.0431,385.3479,379.541,26.27174,49.0106,85.30049
02/15/16,03:57:00,141.1912,141.1225,385.5754,379.8652,26.25191,49.05344,85.21938
02/15/16,03:58:00,140.8981,140.8315,384.8164,379.2986,26.32862,48.99527,85.21887
02/15/16,03:59:00,140.8417,141.0651,386.3257,380.4805,26.35944,49.03515,85.25832
02/15/16,04:00:00,141.2664,141.2223,386.5266,380.561,26.21109,49.01311,85.27097
02/15/16,04:01:00,141.1737,141.0545,386.906,380.5811,26.37802,48.95037,85.26126
02/15/16,04:02:00,141.1313,141.0569,386.5798,380.6462,26.2994,48.99247,85.27625
02/15/16,04:03:00,141.0364,141.0522,386.5156,380.574,26.33976,48.96123,85.21341
02/15/16,04:04:00,140.9323,140.867,386.0339,380.4807,26.29898,48.93197,85.30672
02/15/16,04:05:00,140.7152,140.9892,385.6204,380.1736,26.20457,49.058,85.28958
02/15/16,04:06:00,141.3992,141.2263,386.0256,380.1401,26.33076,48.97738,85.2289
02/15/16,04:07:00,141.0854,140.9944,386.3062,380.3643,26.32042,49.00368,85.27844
02/15/16,04:08:00,141.0357,140.9453,385.4089,379.7202,26.2468,49.01878,85.2662
02/15/16,04:09:00,141.2494,141.1685,386.7976,381.3101,26.36818,48.98344,85.25613
02/15/16,04:10:00,140.9545,140.9211,385.699,379.9473,26.45294,49.04632,85.24184
02/15/16,04:11:00,141.0074,141.0218,386.5288,380.6504,26.35529,49.01867,85.29561
02/15/16,04:12:00,140.6812,140.8019,385.2803,379.3564,26.20998,48.95576,85.25217
02/15/16,04:13:00,141.1573,141.0806,386.2212,380.2258,26.32912,49.02561,85.17404
02/15/16,04:14:00,141.3112,141.1163,386.927,381.136,26.51318,48.96365,85.24324
02/15/16,04:15:00,141.2146,141.169,386.0649,380.3987,26.28025,48.98558,85.2399
02/15/16,04:16:00,141.0827,141.0273,385.9031,380.1472,26.28006,49.03962,85.25101
02/15/16,04:17:00,141.3982,141.1526,386.2566,380.165,26.41739,48.99165,85.27292
02/15/16,04:18:00,140.9604,141.0135,386.4084,380.6631,26.26511,48.99452,85.22842
02/15/16,04:19:00,141.2577,141.2773,386.8167,381.082,26.47366,48.99141,85.32933
02/15/16,04:20:00,141.056,140.9276,385.937,379.9614,26.24004,48.94637,85.22221
02/15/16,04:21:00,141.1693,141.0735,385.7888,380.4333,26.2035,49.02309,85.22556
02/15/16,04:22:00,141.1754,141.1622,386.0173,379.7622,26.18813,49.03327,85.27121
02/15/16,04:23:00,141.1761,141.0881,385.6892,379.7554,26.12637,49.01844,85.2168
02/15/16,04:24:00,141.2428,141.1449,386.2083,380.5327,26.22723,49.08791,85.2751
02/15/16,04:25:00,141.2845,141.1942,386.6404,381.1091,26.43723,49.0234,85.29572
02/15/16,04:26:00,141.1736,141.1284,386.2034,380.2136,26.23161,49.04716,85.27835
02/15/16,04:27:00,140.7853,140.7213,386.1157,380.0405,26.31676,49.03565,85.24707
02/15/16,04:28:00,140.9542,140.897,386.115,380.2942,26.32473,49.00282,85.20535
02/15/16,04:29:00,140.8802,140.7806,386.3711,380.4368,26.39301,49.05581,85.26642
02/15/16,04:30:00,140.8488,140.9727,386.5686,380.4048,26.35452,49.02842,85.25301
02/15/16,04:31:00,141.1519,141.0752,386.0439,380.4258,26.18885,48.99556,85.26685
02/15/16,04:32:00,141.1607,141.0465,385.3999,379.7639,26.34377,49.02997,85.28227
02/15/16,04:33:00,141.1033,141.048,385.53,380.1846,26.13091,48.96605,85.21373
02/15/16,04:34:00,141.0639,141.0201,385.9482,379.9683,26.31889,49.01155,85.25424
02/15/16,04:35:00,141.1334,140.8805,386.1055,380.6147,26.21033,49.07503,85.31558
02/15/16,04:36:00,141.2976,141.1744,386.5229,380.7227,26.39732,48.99113,85.24666
02/15/16,04:37:00,140.7607,140.9011,387.0879,381.2603,26.26923,49.05659,85.27737
02/15/16,04:38:00,140.6924,140.6986,387.4756,381.1233,26.33621,49.01287,85.29819
02/15/16,04:39:00,141.1921,141.1169,386.5688,380.8267,26.22349,48.95285,85.21211
02/15/16,04:40:00,140.9095,140.8464,386.9187,380.7305,26.38515,48.99535,85.24933
02/15/16,04:41:00,140.9368,140.9731,386.9407,381.23,26.43814,48.93007,85.27878
02/15/16,04:42:00,141.2038,141.0511,385.675,379.7188,26.24195,48.92646,85.17577
02/15/16,04:43:00,141.4529,141.2627,386.2961,380.5435,26.4185,48.91016,85.21057
02/15/16,04:44:00,141.0974,141.1824,386.8247,381.1189,26.40755,48.86373,85.25516
02/15/16,04:45:00,141.3503,141.2131,385.6953,380.0088,26.31557,48.94931,85.26144
02/15/16,04:46:00,141.1556,141.0449,386.6997,380.9521,26.3636,48.92703,85.17038
02/15/16,04:47:00,140.7089,141.0406,385.8037,380.4167,26.26682,48.91604,85.20799
02/15/16,04:48:00,141.7871,141.2537,387.0854,380.9224,26.30054,48.9987,85.23526
02/15/16,04:49:00,141.0978,141.1924,386.7329,380.7778,26.41979,48.9581,85.1886
02/15/16,04:50:00,141.2441,141.1147,385.5984,379.6057,26.231,49.01082,85.24667
02/15/16,04:51:00,141.306,141.2444,386.2917,381.0911,26.23814,49.09715,85.24811
02/15/16,04:52:00,141.4423,141.2659,386.5935,380.4275,26.29807,48.92899,85.19615
02/15/16,04:53:00,141.3603,141.0777,386.342,380.1172,26.23825,49.13189,85.23654
02/15/16,04:54:00,140.9297,141.0231,386.1858,380.4412,26.23707,49.11722,85.29807
02/15/16,04:55:00,141.3503,141.3067,386.4431,380.5383,26.22261,49.06458,85.30264
02/15/16,04:56:00,141.2678,141.138,385.5007,379.6255,26.34888,49.1124,85.31628
02/15/16,04:57:00,141.0271,140.9843,386.842,380.8259,26.34205,49.08113,85.24434
02/15/16,04:58:00,140.8183,140.8486,385.4817,379.7898,26.12793,49.06291,85.24461
02/15/16,04:59:00,141.0683,141.038,387.1389,381.2825,26.25156,49.10607,85.207
02/15/16,05:00:00,140.9615,140.9009,387.3445,381.353,26.20892,49.03437,85.28847
02/15/16,05:01:00,140.9258,140.8727,385.9302,380.1531,26.41407,49.04187,85.28636
02/15/16,05:02:00,140.9373,140.8715,385.8757,380.5105,26.31641,48.94223,85.28215
02/15/16,05:03:00,141.1172,141.1037,387.6377,380.9668,26.273,48.74451,85.25279
02/15/16,05:04:00,141.3821,141.2741,387.4531,381.2795,26.42918,48.92432,85.19923
02/15/16,05:05:00,141.0687,141.037,386.9714,380.9863,26.33568,48.91659,85.3212
02/15/16,05:06:00,140.9959,140.9418,386.3123,380.5273,26.26877,48.90432,85.27657
02/15/16,05:07:00,141.2546,141.1064,387.0696,380.9824,26.34327,48.98961,85.25726
02/15/16,05:08:00,141.4897,141.3616,386.6851,380.8333,26.41155,48.94246,85.23538
02/15/16,05:09:00,141.2045,141.2125,386.9968,381.127,26.31721,48.98674,85.22977
02/15/16,05:10:00,141.2094,141.1274,386.6973,380.8801,26.4888,48.9492,85.25429
02/15/16,05:11:00,141.3906,141.2948,386.3318,380.4277,26.28551,48.92029,85.21629
02/15/16,05:12:00,141.5269,141.3544,386.4397,380.7073,26.42513,48.98912,85.31834
02/15/16,05:13:00,141.2928,141.2723,386.519,380.7725,26.40705,49.01113,85.32501
02/15/16,05:14:00,141.0263,141.0346,385.3142,379.5466,26.134,49.01278,85.27626
02/15/16,05:15:00,141.3786,141.3767,386.0391,380.6106,26.3942,49.1187,85.32706
02/15/16,05:16:00,141.3001,141.2981,386.5037,380.5537,26.27659,49.05709,85.27319
02/15/16,05:17:00,140.5437,140.7844,385.2832,379.4092,26.04256,49.0797,85.23036
02/15/16,05:18:00,141.0228,140.981,385.9705,380.4497,26.29696,49.11872,85.26578
02/15/16,05:19:00,141.2294,141.1562,386.9622,381.062,26.24992,49.05348,85.29776
02/15/16,05:20:00,141.237,141.1265,386.9153,381.0623,26.20827,49.17508,85.23387
02/15/16,05:21:00,140.8807,140.8264,385.9878,380.4927,26.26247,49.07317,85.26997
02/15/16,05:22:00,141.02,141.0103,386.6072,380.6931,26.29025,49.0411,85.27606
02/15/16,05:23:00,140.8863,140.8679,387.7881,381.9229,26.38622,49.08695,85.2809
02/15/16,05:24:00,140.792,140.6871,385.9978,380.0793,26.19835,49.02726,85.23679
02/15/16,05:25:00,141.186,141.1152,387.7607,382.8542,26.31149,49.01743,85.23051
02/15/16,05:26:00,140.5524,140.5332,386.7625,380.8386,26.31378,49.04125,85.2473
02/15/16,05:27:00,141.0935,141.115,387.1458,381.2012,26.36837,48.98278,85.2964
02/15/16,05:28:00,140.9824,140.9236,386.9167,380.9089,26.30108,48.98073,85.26137
02/15/16,05:29:00,140.6802,140.7302,386.4485,380.6594,26.32839,48.96347,85.23491
02/15/16,05:30:00,140.9329,140.9483,387.2251,381.6655,26.14845,48.91719,85.23251
02/15/16,05:31:00,140.9197,140.8658,386.8376,380.8352,26.31157,48.99974,85.26241
02/15/16,05:32:00,140.7985,140.7983,386.9126,381.0054,26.32523,48.94369,85.18993
02/15/16,05:33:00,140.8849,141.0309,386.8979,380.9321,26.3818,48.92355,85.24831
02/15/16,05:34:00,140.9824,140.9573,387.0996,381.2349,26.36471,49.00578,85.272
02/15/16,05:35:00,141.3312,141.0726,387.4141,381.5398,26.33682,49.01314,85.23006
02/15/16,05:36:00,141.4716,140.845,386.6306,380.4802,26.32057,49.01133,85.33794
02/15/16,05:37:00,141.1304,141.182,387.3862,381.437,26.24943,49.02419,85.26099
02/15/16,05:38:00,141.1243,141.1245,387.1255,381.3457,26.2384,48.96676,85.2666
02/15/16,05:39:00,141.1326,141.0746,386.4436,380.4438,26.17779,49.0262,85.26122
02/15/16,05:40:00,141.1856,141.1498,387.3223,381.6414,26.3842,49.04592,85.2654
02/15/16,05:41:00,141.1719,141.0917,386.603,381.3323,26.32301,48.9774,85.28052
