$Date,$Time,PI-501B,PI-502B,PDI-501B,PI-801B,PDI-801B,PI-831B,PZI-832B,PI-841B,PZI-842B
02/15/16,00:25:00,106.6644,515.7197,7.756119,11180.38,5.010767,97.6944,97.81738,84.51981,84.54758
02/15/16,00:26:00,106.5347,516.792,7.557411,11200.77,5.019897,97.76062,97.99637,84.60983,84.62952
02/15/16,00:27:00,106.6923,515.5414,7.642021,11203.72,5.023901,97.54929,97.7681,84.44878,84.43245
02/15/16,00:28:00,106.7282,515.3625,7.635841,11229.39,5.022485,97.45903,97.67059,84.55956,84.57161
02/15/16,00:29:00,106.6819,516.2567,7.615471,11188.9,4.922657,97.52136,97.7478,84.19243,84.2498
02/15/16,00:30:00,106.6161,516.972,7.603645,11087.42,4.951196,97.39059,97.50664,84.61914,84.6125
02/15/16,00:31:00,106.6622,516.4312,7.593613,11013.58,4.875049,97.39624,97.57866,84.61693,84.60518
02/15/16,00:32:00,106.5944,516.3783,7.640343,11045.03,4.922021,98.29445,97.99797,84.65904,84.6846
02/15/16,00:33:00,106.5929,516.7316,7.605515,11118.24,4.969556,98.078,98.27209,84.7258,84.81628
02/15/16,00:34:00,106.6612,515.7094,7.666092,11116.06,4.97273,97.74956,97.96455,84.68285,84.67926
02/15/16,00:35:00,106.5922,516.7059,7.612419,11082.45,4.969849,97.69943,97.90207,84.37874,84.39049
02/15/16,00:36:00,106.6758,515.1539,7.586899,11127.23,5.041528,97.58545,97.7903,85.03685,84.75204
02/15/16,00:37:00,106.6665,515.4506,7.594833,11159.61,5.007862,97.72202,97.90268,84.63646,84.62524
02/15/16,00:38:00,106.6864,516.3751,7.579002,11189.34,4.902978,97.70561,97.9303,84.58099,84.59023
02/15/16,00:39:00,106.6314,516.4243,7.523308,11163.44,4.947315,97.56508,97.79625,84.1877,84.20639
02/15/16,00:40:00,106.6801,516.7103,7.555199,11189.26,5.013794,97.63939,97.91245,84.77875,84.8037
02/15/16,00:41:00,106.6255,515.8857,7.644539,11153.02,4.990894,97.61528,97.82982,84.62593,84.6299
02/15/16,00:42:00,106.6101,516.8497,7.584305,11171.07,5.007764,97.38388,98.03078,84.58412,84.60213
02/15/16,00:43:00,106.6479,515.5022,7.65934,11163.46,4.99336,97.7346,97.93602,84.54605,84.51988
02/15/16,00:44:00,106.6871,515.5142,7.636795,11199.67,5.019605,97.81288,98.03223,84.65698,84.65508
02/15/16,00:45:00,106.6038,516.1212,7.618179,11240.1,5.026025,97.99011,98.06465,84.70299,84.71306
02/15/16,00:46:00,106.6624,517.1431,7.533188,11196.88,4.988306,97.75909,98.00682,84.42459,84.85527
02/15/16,00:47:00,106.6475,515.9113,7.516441,11237.52,5.046533,97.68967,97.87796,85.12932,85.14084
02/15/16,00:48:00,106.6599,516.5015,7.535591,11188.93,5.002319,97.65259,97.8447,84.79584,84.78691
02/15/16,00:49:00,106.6184,516.6687,7.587929,11210.87,5.01731,97.75352,97.98996,85.14427,85.14862
02/15/16,00:50:00,106.7033,515.8548,7.611656,11249.24,4.919189,97.68753,97.96349,84.55299,84.56429
02/15/16,00:51:00,106.619,516.6365,7.595673,11270,5.042334,97.7681,97.9937,84.50943,84.73801
02/15/16,00:52:00,106.7587,515.2313,7.655487,11261.86,5.045776,97.47185,97.71515,84.56635,84.52171
02/15/16,00:53:00,106.6444,515.184,7.632904,11182.98,4.995069,97.9248,97.54761,84.38171,84.4239
02/15/16,00:54:00,106.6823,516.595,7.589073,11216.85,4.994263,97.73804,97.8904,84.79088,84.8082
02/15/16,00:55:00,106.6418,516.7374,7.601089,11240.32,5.023706,97.97379,98.19695,84.6209,84.6196
02/15/16,00:56:00,106.6565,516.4398,7.580376,11225.63,5.020996,97.91588,98.11661,84.74091,84.78806
02/15/16,00:57:00,106.6055,516.3457,7.47757,11242,4.94436,98.4613,98.2048,84.86877,84.57977
02/15/16,00:58:00,106.6482,516.7551,7.544022,11251.94,5.032398,98.17619,98.39149,84.96826,85.25909
02/15/16,00:59:00,106.7385,515.4926,7.640076,11199.46,5.019141,97.8759,97.99309,84.75082,84.47723
02/15/16,01:00:00,106.6875,515.2899,7.679558,11231.23,5.010547,97.90955,98.15315,85.19463,85.23361
02/15/16,01:01:00,106.7047,516.028,7.620277,11246.52,5.02229,98.02551,98.22517,84.98665,84.99908
02/15/16,01:02:00,106.5739,516.9917,7.629662,11255.46,5.033081,98.0426,98.2682,84.67041,84.68689
02/15/16,01:03:00,106.6629,516.104,7.613983,11264.89,4.868237,97.86629,98.07213,84.6666,84.67667
02/15/16,01:04:00,106.6317,516.505,7.628174,11240.73,5.010205,97.86484,98.06992,84.76189,84.75998
02/15/16,01:05:00,106.6319,516.609,7.624397,11208.94,4.99397,97.83012,98.09586,84.82132,84.82788
02/15/16,01:06:00,106.6296,515.7448,7.643929,11206.16,5.022949,97.91435,98.12508,84.58771,84.60838
02/15/16,01:07:00,106.6422,516.6498,7.539368,11200.1,5.005005,98.03352,98.25813,84.51157,84.4915
02/15/16,01:08:00,106.7273,515.1199,7.651749,11186.43,4.976758,97.87277,98.09853,84.66896,84.69261
02/15/16,01:09:00,106.7633,515.1836,7.587128,11242.45,5.026783,97.9422,98.21236,84.54979,84.57809
02/15/16,01:10:00,106.6927,516.3696,7.607841,11253.29,5.080029,98.12721,98.40431,84.67415,84.67102
02/15/16,01:11:00,106.5656,516.5715,7.556725,11257.18,5.034058,98.06129,98.31619,85.25993,85.29732
02/15/16,01:12:00,106.7039,516.3634,7.682991,11264.5,5.032666,97.94525,98.16811,85.0425,85.06958
02/15/16,01:13:00,106.6103,515.8751,7.596931,11286.21,5.041675,97.87231,98.06473,85.14175,85.21584
02/15/16,01:14:00,106.6294,516.7532,7.591553,11343.49,5.06084,97.98904,98.20282,84.61151,84.65454
02/15/16,01:15:00,106.6513,515.4674,7.621689,11309.78,5.05249,97.65144,97.92084,84.25491,84.30176
02/15/16,01:16:00,106.7594,515.0775,7.390594,11204.81,4.990234,97.43187,97.62009,84.48357,84.51546
02/15/16,01:17:00,106.6955,515.7238,7.624969,11257.38,4.906763,97.98088,98.19778,84.57985,84.55688
02/15/16,01:18:00,106.6839,516.8985,7.58213,11294.1,5.044727,97.87041,98.75427,84.76166,84.86298
02/15/16,01:19:00,106.6057,515.9758,7.633972,11266.91,5.037598,98.02513,98.18718,84.62029,84.63028
02/15/16,01:20:00,106.5974,516.6138,7.608185,11304.94,5.013794,98.53165,98.44757,84.72435,84.79317
02/15/16,01:21:00,106.6687,516.28,7.598686,11313.02,4.947705,98.04352,98.26744,84.60655,84.60625
02/15/16,01:22:00,106.6556,516.2079,7.613297,11320.61,5.055933,97.93488,98.12996,84.60892,84.63928
02/15/16,01:23:00,106.6114,516.4615,7.892799,11331.21,5.047852,97.94518,98.14812,84.68613,84.70352
02/15/16,01:24:00,106.7245,514.9974,7.761726,11337.95,5.08103,97.71721,98.19923,84.28474,84.24156
02/15/16,01:25:00,106.7667,514.9744,7.643585,11335.76,5.050733,97.7095,97.93266,84.43024,84.46915
02/15/16,01:26:00,106.6919,515.7739,7.605743,11229.4,4.995655,97.62405,97.84744,84.41284,84.37096
02/15/16,01:27:00,106.6769,516.5137,7.593727,11212.14,4.968359,97.93549,98.41484,84.71458,84.66675
02/15/16,01:28:00,106.6817,515.9213,7.644615,11253.86,5.014356,98.20168,98.42499,84.95911,84.68102
02/15/16,01:29:00,106.6426,516.2306,7.600441,11306.84,5.041358,98.38196,98.64716,84.51515,84.52644
02/15/16,01:30:00,106.6838,516.5079,7.671356,11269.47,5.025635,98.15186,98.63632,84.56146,84.58076
02/15/16,01:31:00,106.6921,515.5951,7.678223,11154.08,4.949341,97.677,97.9129,84.56848,84.5723
02/15/16,01:32:00,106.7639,514.8691,7.576141,11240.08,4.925293,98.09799,98.31947,84.48227,84.50188
02/15/16,01:33:00,106.762,515.1549,7.584152,11272.12,5.03335,98.29315,98.47061,84.89662,84.90456
02/15/16,01:34:00,106.6787,516.0432,7.889595,11281.71,5.026905,98.3078,98.50708,85.21553,85.21637
02/15/16,01:35:00,106.7009,516.6185,7.571564,11265.31,5.014551,98.06465,98.33801,84.68758,84.73228
02/15/16,01:36:00,106.6471,516.2665,7.636604,11268.96,5.012012,98.01178,98.26263,84.89746,84.92317
02/15/16,01:37:00,106.5579,516.1429,7.585907,11261.02,5.031909,97.91725,98.15781,84.68315,84.71123
02/15/16,01:38:00,106.6555,516.7583,7.601013,11291.85,5.035913,98.03123,98.25294,84.75876,84.78928
02/15/16,01:39:00,106.6698,515.2808,7.758446,11334.25,5.030273,97.58583,98.0854,84.41414,84.43222
02/15/16,01:40:00,106.7155,515.1448,7.641602,11299.85,5.038843,97.72148,97.97974,84.6064,84.4149
02/15/16,01:41:00,106.6979,515.8052,7.642212,11198.15,4.980908,97.64771,97.84348,84.44824,84.47128
02/15/16,01:42:00,106.6945,516.624,7.585068,11220.84,4.957691,97.93106,98.17902,84.60289,84.58748
02/15/16,01:43:00,106.6596,515.8536,7.608871,11268.19,4.998071,98.14789,98.42194,84.52057,84.60014
02/15/16,01:44:00,106.6051,516.636,7.568512,11286.54,5.030518,98.12447,98.36021,84.56795,84.79446
02/15/16,01:45:00,106.6351,516.1508,7.595253,11309.92,5.056372,97.93884,98.17528,84.46053,84.48738
02/15/16,01:46:00,106.6118,516.1591,7.741241,11310.51,5.035132,97.73438,98.10303,84.62959,84.6125
02/15/16,01:47:00,106.6223,516.4185,7.645149,11295.12,5.035645,97.85728,98.34274,84.35097,84.38171
02/15/16,01:48:00,106.818,515.0961,7.662163,11244.65,5.002539,97.64343,97.88498,84.38728,84.42078
02/15/16,01:49:00,106.7597,515.0302,7.667236,11273.79,5.009668,97.92015,98.12874,84.42085,84.3985
02/15/16,01:50:00,106.626,515.7733,7.635498,11287.05,4.96709,98.03299,98.20801,84.97719,85.02586
02/15/16,01:51:00,106.6555,516.6348,7.56958,11283.43,5.02522,98.01056,98.23624,84.52103,84.53598
02/15/16,01:52:00,106.6942,515.9137,7.624512,11202.4,4.971729,97.82684,98.04214,84.67621,84.7422
02/15/16,01:53:00,106.5728,516.2772,7.596855,11280.74,5.022119,98.66104,98.39172,84.59152,84.56444
02/15/16,01:54:00,106.6438,516.4523,7.601166,11317.15,5.042505,98.07808,98.52448,84.65302,84.75876
02/15/16,01:55:00,106.6876,515.8246,7.620354,11315.51,5.051392,97.9171,98.0825,84.53537,84.55093
02/15/16,01:56:00,106.8564,514.5677,7.675285,11306.99,5.016529,97.63382,97.8051,84.37538,84.33281
02/15/16,01:57:00,106.7565,515.2129,7.681885,11318.6,4.96709,97.6976,97.97241,84.90814,84.99374
02/15/16,01:58:00,106.6524,515.9879,7.593002,11309.49,5.037695,97.87453,98.06015,84.52232,84.5385
02/15/16,01:59:00,106.6016,516.3472,7.640686,11311.37,5.044995,97.9232,98.15849,84.32755,84.3502
02/15/16,02:00:00,106.6404,515.8971,7.612381,11307.76,5.046192,97.95395,98.16025,84.58855,84.62936
02/15/16,02:01:00,106.6016,516.0959,7.609711,11299.41,5.026172,97.89185,98.13011,84.29428,84.31274
02/15/16,02:02:00,106.6819,516.6562,7.58522,11318.29,5.042847,98.13812,98.3181,84.75403,84.73656
02/15/16,02:03:00,106.621,515.2887,7.62207,11347.67,5.148999,97.96974,98.21419,84.67682,84.69658
02/15/16,02:04:00,106.7354,515.0524,7.650604,11331.74,5.03064,97.75589,97.97707,84.71626,84.50005
02/15/16,02:05:00,106.7654,515.843,7.592773,11317.23,5.034277,97.77908,97.99103,84.46785,84.52255
02/15/16,02:06:00,106.6237,516.7036,7.55806,11242.36,5.027856,97.74536,97.96783,84.48883,84.49036
02/15/16,02:07:00,106.6692,515.8319,7.499123,11242.14,4.969287,97.84302,98.03757,84.41544,84.66827
02/15/16,02:08:00,106.5947,516.4679,7.582703,11288,5.029248,98.18932,98.40523,84.75052,84.79233
02/15/16,02:09:00,106.6406,516.201,7.617836,11312.34,5.037158,98.13026,98.3197,84.7081,84.71428
02/15/16,02:10:00,106.5992,516.1108,7.659531,11288.86,5.03335,98.04115,98.23601,84.57077,84.61594
02/15/16,02:11:00,106.6034,516.4656,7.598877,11209.43,4.985279,97.71431,97.93945,84.64256,84.61403
02/15/16,02:12:00,106.7272,514.5557,7.712708,11278.65,5.012842,97.88651,98.05954,84.29718,84.3158
02/15/16,02:13:00,106.7639,514.9822,7.659836,11313.25,5.040918,98.02711,98.2122,84.58092,84.63341
02/15/16,02:14:00,106.6928,515.3931,7.630997,11311.04,5.037305,98.24226,98.29865,84.77608,84.84589
02/15/16,02:15:00,106.6035,516.4072,7.592392,11303.04,5.018408,98.13705,98.35335,84.66766,84.69933
02/15/16,02:16:00,106.6734,515.448,7.616844,11300.97,5.033057,98.07968,98.30605,84.7924,84.85764
02/15/16,02:17:00,106.6984,516.2991,7.504463,11237.81,4.993921,97.97791,98.18672,84.55109,84.55391
02/15/16,02:18:00,106.629,516.7341,7.59594,11274.89,4.880469,98.10539,98.34618,84.49524,84.4928
02/15/16,02:19:00,106.6283,515.5476,7.618637,11294.7,5.027344,98.01369,98.21877,84.37469,84.41887
02/15/16,02:20:00,106.7848,514.6814,7.623329,11301.73,5.020874,97.85027,98.06206,84.36203,84.37485
02/15/16,02:21:00,106.7368,515.1172,7.678986,11362.42,5.053955,97.86583,98.10463,84.81682,84.81934
02/15/16,02:22:00,106.6819,516.0184,7.56134,11300.04,5.044458,97.82921,98.05298,84.41093,84.42635
02/15/16,02:23:00,106.6266,516.5378,7.583771,11211.91,4.952246,97.80418,97.93488,84.90532,84.9176
02/15/16,02:24:00,106.6378,516.1677,7.633514,11276.91,5.052075,98.09456,98.30307,84.53995,84.53987
02/15/16,02:25:00,106.608,516.1268,7.555084,11317.34,5.0302,98.1163,98.40805,84.51813,84.60915
02/15/16,02:26:00,106.628,516.5522,7.575455,11321.24,5.048877,98.02086,98.2357,84.73991,84.68292
02/15/16,02:27:00,106.71,515.3656,7.616615,11324.42,5.056177,97.98538,97.91908,84.42505,84.49814
02/15/16,02:28:00,106.7338,515.0146,7.658806,11289.18,5.025977,97.54066,97.7256,84.30382,84.32838
02/15/16,02:29:00,106.641,515.7625,7.66468,11268.86,4.997632,97.59575,97.78427,84.55666,84.55032
02/15/16,02:30:00,106.6422,516.6135,7.648315,11206.78,4.969092,97.75787,97.93716,84.5256,84.54788
02/15/16,02:31:00,106.6108,515.7445,7.631989,11194.43,5.065357,97.75826,97.96661,84.33876,84.35074
02/15/16,02:32:00,106.6337,516.6202,7.596474,11276.73,5.018238,98.28476,98.52829,84.66728,84.68567
02/15/16,02:33:00,106.6045,515.9012,7.592468,11289.72,5.030273,98.18634,98.6454,84.90417,84.93027
02/15/16,02:34:00,106.6481,516.0906,7.604332,11294.49,5.026758,98.17741,98.34877,84.93675,84.96315
02/15/16,02:35:00,106.6262,516.492,7.567253,11283.71,5.020972,97.98866,98.20259,84.72649,84.7419
02/15/16,02:36:00,106.759,515.0056,7.647209,11274.31,5.005371,97.75063,97.97279,84.47487,84.60098
02/15/16,02:37:00,106.8127,514.5198,7.664528,11313.09,5.03545,97.74048,97.93289,84.98413,85.00755
02/15/16,02:38:00,106.7195,515.3464,7.665596,11325.24,5.045776,97.76802,97.99232,84.44206,84.45099
02/15/16,02:39:00,106.6796,516.7401,7.581139,11303.86,5.035205,97.77542,98.05305,84.53011,84.55025
02/15/16,02:40:00,106.6862,515.8984,7.607079,11274.5,5.008106,97.70477,97.8997,84.71367,84.79637
02/15/16,02:41:00,106.5421,516.8042,7.59201,11311.82,5.030835,97.96364,98.19817,84.62273,84.6093
02/15/16,02:42:00,106.6437,516.3736,7.543564,11274.92,5.011792,97.91756,97.98004,85.44022,85.42282
02/15/16,02:43:00,106.6463,515.7108,7.615738,11238.17,4.972876,97.79419,98.02559,84.6582,84.65118
02/15/16,02:44:00,106.7528,514.55,7.674599,11274.08,5.004712,97.91977,98.09349,84.59724,84.60434
02/15/16,02:45:00,106.7405,514.8414,7.673836,11308.1,5.043555,98.03902,98.23112,84.55437,84.62677
02/15/16,02:46:00,106.6906,515.9926,7.611732,11305.38,5.041846,97.95609,98.17459,84.59381,84.56467
02/15/16,02:47:00,106.6169,516.6527,7.580681,11311.24,5.027588,97.92877,98.17009,84.69894,84.71863
02/15/16,02:48:00,106.6787,516.0245,7.646523,11328.63,5.044092,97.91267,98.11836,84.7007,84.72443
02/15/16,02:49:00,106.6236,516.1095,7.595558,11305.92,5.03501,97.82265,97.94624,84.8909,84.69002
02/15/16,02:50:00,106.6207,516.5921,7.590828,11306.21,5.027149,97.86324,98.04077,84.59686,84.65218
02/15/16,02:51:00,106.6824,515.8241,7.619438,11312.87,5.032715,97.78534,98.02078,84.35997,84.3647
02/15/16,02:52:00,106.7163,515.1178,7.633667,11257.24,5.009595,97.65213,97.81502,84.33723,84.38942
02/15/16,02:53:00,106.7036,515.7533,7.641983,11273.69,4.868457,97.86827,98.11165,84.5816,84.59793
02/15/16,02:54:00,106.7191,516.7157,7.580032,11308.77,5.048096,98.18626,98.38982,84.60266,84.63081
02/15/16,02:55:00,106.6626,515.9053,7.606583,11330.38,5.049048,98.0471,98.25302,84.61769,84.66095
02/15/16,02:56:00,106.6197,516.7982,7.596245,11331.16,5.050733,98.23082,98.53455,84.76913,84.7049
02/15/16,02:57:00,106.65,516.1765,7.394562,11347.43,5.181177,97.88506,98.1591,84.50836,84.53453
02/15/16,02:58:00,106.6261,516.3298,7.592392,11299.21,5.025049,97.83661,98.04047,84.42856,84.43115
02/15/16,02:59:00,106.6263,516.7506,7.591057,11285.98,4.998926,97.88666,98.08464,84.80354,84.71268
02/15/16,03:00:00,106.7694,515.0726,7.626228,11298.33,5.017554,98.48198,98.14369,84.55719,84.60709
02/15/16,03:01:00,106.7577,514.9788,7.659988,11311.37,5.033301,98.022,98.28949,84.60678,84.66949
02/15/16,03:02:00,106.7017,515.8318,7.569542,11249.86,4.979639,97.92549,98.25882,85.02472,85.03769
02/15/16,03:03:00,106.5133,516.6631,7.608948,11236.76,4.991675,98.0806,98.30482,84.66125,84.68285
02/15/16,03:04:00,106.678,515.9819,7.580757,11273.01,4.869068,98.2605,98.48541,84.84055,84.8764
02/15/16,03:05:00,106.6023,516.2139,7.570877,11286.35,5.023096,98.30719,98.49274,85.5468,85.76057
02/15/16,03:06:00,106.6388,516.4949,7.654305,11305.6,5.030493,98.19824,98.41492,84.64447,84.68872
02/15/16,03:07:00,106.7171,515.7966,7.618484,11298.17,5.021118,97.8878,98.18787,84.3988,84.45015
02/15/16,03:08:00,106.7309,514.6054,7.672882,11213.67,4.988159,97.57072,97.79243,84.14818,84.12773
02/15/16,03:09:00,106.7484,515.3009,7.641487,11158.14,4.903614,97.85866,98.05962,84.89716,84.90425
02/15/16,03:10:00,106.657,516.2488,7.62146,11240.99,4.98999,98.42026,98.59032,84.54872,84.57001
02/15/16,03:11:00,106.6773,515.9439,7.59758,11267.84,5.008423,98.21983,98.46413,84.76151,84.907
02/15/16,03:12:00,106.6392,516.3345,7.653618,11270.9,5.018188,98.05939,98.28812,84.83643,84.85062
02/15/16,03:13:00,106.6138,515.7324,7.632408,11289.35,5.016284,97.91496,98.12195,84.55528,84.59114
02/15/16,03:14:00,106.7204,516.736,7.532005,11310.71,5.019873,97.90962,98.1356,84.49043,84.5163
02/15/16,03:15:00,106.6693,515.946,7.674141,11275.79,5.023291,97.57042,97.77855,84.33975,84.32755
02/15/16,03:16:00,106.6755,516.0559,7.613258,11226.9,4.966016,97.60307,97.80289,84.34944,84.39766
02/15/16,03:17:00,106.6541,516.9397,7.581673,11230.58,4.973608,97.93922,98.1543,84.59129,84.561
02/15/16,03:18:00,106.7609,515.4058,7.668076,11261.89,4.873071,97.9335,98.14545,84.64592,84.65378
02/15/16,03:19:00,106.67,515.75,7.582588,11292.34,5.022217,97.97661,98.14743,84.57138,84.58961
02/15/16,03:20:00,106.6817,515.7382,7.625313,11298.5,5.020679,97.84332,97.98668,84.45549,84.46907
02/15/16,03:21:00,106.5607,516.6747,7.616234,11303.38,5.03147,98.02361,98.078,84.48227,84.58466
02/15/16,03:22:00,106.6758,515.5999,7.68219,11218.4,4.974829,97.56142,97.70576,84.40567,84.45877
02/15/16,03:23:00,106.6257,516.446,7.586365,11264.66,4.998755,97.82913,98.10165,85.24559,85.28641
02/15/16,03:24:00,106.6769,514.9387,7.615623,11277.47,5.021582,97.8476,98.06458,84.56757,84.60449
02/15/16,03:25:00,106.8148,515.2007,7.650719,11287.19,5.221045,97.8894,98.12355,85.0927,85.11162
02/15/16,03:26:00,106.6607,515.9573,7.663765,11271.34,5.017432,97.85538,98.08174,84.2984,84.3206
02/15/16,03:27:00,106.6482,516.7827,7.623482,11283.04,5.016553,97.99202,98.18489,84.54376,84.54018
02/15/16,03:28:00,106.6567,516.1185,7.603722,11235.54,4.996728,97.90276,97.92137,84.38316,84.39774
02/15/16,03:29:00,106.6148,516.2064,7.589378,11216.88,4.961768,97.96677,98.39096,84.72885,84.74457
02/15/16,03:30:00,106.6426,516.6595,7.589607,11259.72,5.003906,98.18001,98.41232,84.8288,84.86031
02/15/16,03:31:00,106.7128,515.657,7.614098,11281.65,5.018701,98.04604,98.28056,85.35355,85.41962
02/15/16,03:32:00,106.7034,515.6885,7.770157,11283.81,4.931836,97.88322,97.99583,84.54079,84.58084
02/15/16,03:33:00,106.6955,515.8304,7.61879,11211.44,4.988599,97.69882,97.89719,84.68925,84.72153
02/15/16,03:34:00,106.5819,516.8484,7.567406,11263.89,5.034668,98.06267,98.27827,84.40079,84.38736
02/15/16,03:35:00,106.682,515.7606,7.648277,11304.55,5.013794,97.64053,98.18253,84.74274,84.71054
02/15/16,03:36:00,106.5863,516.3807,7.59758,11299.16,5.033618,98.10547,98.33443,84.61708,84.63623
02/15/16,03:37:00,106.6206,516.5317,7.602043,11283.71,5.018262,97.93373,98.18428,84.59152,84.62532
02/15/16,03:38:00,106.6261,516.2231,7.610245,11211.03,4.981153,97.49825,97.68425,84.24408,84.29245
02/15/16,03:39:00,106.6308,516.9211,7.571907,11232.62,4.958887,97.89894,98.11676,85.22339,84.78622
02/15/16,03:40:00,106.7731,515.3571,7.640572,11302.79,5.040796,97.92778,98.14796,84.51248,84.50829
02/15/16,03:41:00,106.6451,515.2789,7.623558,11313.14,5.059155,97.29645,97.89482,84.47647,84.50096
02/15/16,03:42:00,106.6684,516.361,7.593765,11193.44,4.967651,97.37709,97.57843,84.38889,84.40079
02/15/16,03:43:00,106.5733,516.8002,7.579231,11209.73,5.164087,97.79472,98.02322,84.42276,84.45297
02/15/16,03:44:00,106.65,516.351,7.616272,11262.93,5.013477,97.91939,98.14789,84.88548,84.88693
02/15/16,03:45:00,106.5871,516.4147,7.533455,11229.91,5.02771,97.77809,97.98111,83.98666,84.44702
02/15/16,03:46:00,106.5931,516.6145,7.572937,11237.64,4.990112,97.43668,97.94594,84.52087,84.5446
02/15/16,03:47:00,106.6356,515.5781,7.424469,11262.45,5.014404,97.67311,97.87842,84.32503,84.32823
02/15/16,03:48:00,106.6094,515.4022,7.680969,11268.6,5.022583,97.65022,97.81853,84.24339,84.26773
02/15/16,03:49:00,106.6296,516.0654,7.622986,11238.28,4.979346,97.60468,97.82066,84.55383,84.58244
02/15/16,03:50:00,106.5349,516.9412,7.564735,11250.5,4.999683,97.97623,98.22296,84.5752,84.59633
02/15/16,03:51:00,106.6456,515.7611,7.644806,11258.06,5.009741,97.96158,98.18451,84.56085,84.56451
02/15/16,03:52:00,106.6028,516.3521,7.499084,11267.43,5.103784,98.04382,98.17986,84.80438,84.77623
02/15/16,03:53:00,106.6384,516.2377,7.620201,11256.72,4.989307,97.89513,98.10196,84.60373,84.68628
02/15/16,03:54:00,106.5997,515.9433,7.614746,11236.45,4.977051,97.74361,97.91229,84.9015,84.92081
02/15/16,03:55:00,106.5871,516.6644,7.581825,11254.96,5.003052,97.90512,98.17749,84.96964,84.91142
02/15/16,03:56:00,106.6561,515.0775,7.648506,11280.04,5.017017,97.5782,97.90649,84.30901,84.32549
02/15/16,03:57:00,106.7469,515.3746,7.641029,11283.73,5.018164,97.6561,97.86598,84.44778,84.48814
02/15/16,03:58:00,106.6745,515.993,7.787247,11281.5,5.013892,97.96608,98.15445,84.627,84.74403
02/15/16,03:59:00,106.5977,516.9581,7.541618,11277.96,5.116797,97.77733,98.04756,84.59274,84.61311
02/15/16,04:00:00,106.6478,516.028,7.596626,11289.51,5.02417,97.76909,98.02345,84.63417,84.67529
02/15/16,04:01:00,106.5006,516.467,7.584648,11216.4,4.987671,97.62283,97.87819,84.44771,84.46152
02/15/16,04:02:00,106.6181,516.6156,7.596741,11202.88,4.94502,98.14415,97.99477,84.99382,85.00877
02/15/16,04:03:00,106.6564,515.7252,7.589417,11236.5,4.987183,97.93938,98.134,84.92607,84.95232
